,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Unnamed: 36_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 48_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,,
137,130,2007,2007-09-16,2,2,37.204,TAM,,NOR,W 31-14,*,10,16,62.50,243,2,0,145.8,0,0,15.19,17.69,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
138,131,2007,2007-09-23,3,3,37.211,TAM,,STL,W 24-3,*,14,22,63.64,151,0,0,83.7,1,11,6.86,6.86,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
139,132,2007,2007-09-30,4,4,37.218,TAM,@,CAR,W 20-7,*,15,25,60.00,176,0,0,81.4,0,0,7.04,7.04,4,10,2.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,1,0,0,1,0,0,,Jeff Garcia,GarcJe00
140,133,2007,2007-10-07,5,5,37.225,TAM,@,IND,L 14-33,*,18,23,78.26,143,2,0,121.6,1,5,6.22,7.96,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
141,134,2007,2007-10-14,6,6,37.232,TAM,,TEN,W 13-10,*,20,31,64.52,274,1,0,103.4,0,0,8.84,9.48,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
142,135,2007,2007-10-21,7,7,37.239,TAM,@,DET,L 16-23,*,37,45,82.22,316,2,0,110.7,3,18,7.02,7.91,6,10,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,2,0,0,-10,0,,Jeff Garcia,GarcJe00
143,136,2007,2007-10-28,8,8,37.246,TAM,,JAX,L 23-24,*,19,41,46.34,267,1,3,45.5,2,18,6.51,3.71,4,45,11.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
144,137,2007,2007-11-04,9,9,37.253,TAM,,ARI,W 17-10,*,18,28,64.29,196,1,0,96.7,3,8,7.00,7.71,7,26,3.71,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
145,138,2007,2007-11-18,10,11,37.267,TAM,@,ATL,W 31-7,*,10,20,50.00,159,2,0,110.2,1,5,7.95,9.95,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,Jeff Garcia,GarcJe00
146,139,2007,2007-11-25,11,12,37.274,TAM,,WAS,W 19-13,*,2,4,50.00,9,0,0,56.2,1,8,2.25,2.25,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
147,140,2007,2007-12-02,12,13,,TAM,@,NOR,W 27-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
148,141,2007,2007-12-09,13,14,,TAM,@,HOU,L 14-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
149,142,2007,2007-12-16,14,15,37.295,TAM,,ATL,W 37-3,*,15,25,60.00,109,1,1,66.9,2,14,4.36,3.36,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
150,143,2007,2007-12-23,15,16,37.302,TAM,@,SFO,L 19-21,*,12,20,60.00,196,1,0,109.6,2,6,9.80,10.80,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,Jeff Garcia,GarcJe00
151,144,2007,2007-12-30,16,17,,TAM,,CAR,L 23-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
152,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
153,145,2008,2008-09-07,1,1,38.196,TAM,@,NOR,L 20-24,*,24,41,58.54,221,1,1,71.3,2,15,5.39,4.78,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
154,146,2008,2008-09-14,2,2,,TAM,,ATL,W 24-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
155,147,2008,2008-09-21,3,3,,TAM,@,CHI,W 27-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
156,148,2008,2008-09-28,4,4,,TAM,,GNB,W 30-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
157,149,2008,2008-10-05,5,5,38.224,TAM,@,DEN,L 13-16,,13,17,76.47,93,1,1,83.7,0,0,5.47,4.00,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
158,150,2008,2008-10-12,6,6,38.231,TAM,,CAR,W 27-3,*,15,20,75.00,173,1,0,117.3,0,0,8.65,9.65,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-9,0,,Jeff Garcia,GarcJe00
159,151,2008,2008-10-19,7,7,38.238,TAM,,SEA,W 20-10,*,27,36,75.00,310,1,0,109.7,1,5,8.61,9.17,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,0,0,2,-1,0,,Jeff Garcia,GarcJe00
160,152,2008,2008-10-26,8,8,38.245,TAM,@,DAL,L 9-13,*,27,43,62.79,227,0,0,76.4,2,14,5.28,5.28,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
161,153,2008,2008-11-02,9,9,38.252,TAM,@,KAN,W 30-27,*,31,43,72.09,339,1,1,93.1,0,0,7.88,7.30,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
162,154,2008,2008-11-16,10,11,38.266,TAM,,MIN,W 19-13,*,23,30,76.67,255,0,0,101.4,1,0,8.50,8.50,6,21,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
163,155,2008,2008-11-23,11,12,38.273,TAM,@,DET,W 38-20,*,13,18,72.22,165,2,0,137.5,5,26,9.17,11.39,2,-4,-2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,2,2,0,0,0,0,,Jeff Garcia,GarcJe00
164,156,2008,2008-11-30,12,13,38.280,TAM,,NOR,W 23-20,*,9,23,39.13,119,1,0,70.7,4,14,5.17,6.04,7,42,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,Jeff Garcia,GarcJe00
165,157,2008,2008-12-08,13,14,38.288,TAM,@,CAR,L 23-38,*,24,38,63.16,321,2,0,107.5,5,23,8.45,9.50,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,Jeff Garcia,GarcJe00
166,158,2008,2008-12-14,14,15,,TAM,@,ATL,L 10-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
167,159,2008,2008-12-21,15,16,38.301,TAM,,SDG,L 24-41,*,21,34,61.76,232,1,2,67.3,2,1,6.82,4.76,6,45,7.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,0,0,,0,0,0,0,,Jeff Garcia,GarcJe00
168,160,2008,2008-12-28,16,17,38.308,TAM,,OAK,L 24-31,*,17,33,51.52,257,1,1,74.9,1,2,7.79,7.03,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
169,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
170,161,2009,2009-09-20,2,2,,PHI,,NOR,L 22-48,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
171,162,2009,2009-09-27,3,3,39.215,PHI,,KAN,W 34-14,,0,0,,0,0,0,,,,,,3,-2,-0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
172,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
173,163,2011,2011-12-11,13,14,,HOU,@,CIN,W 20-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
174,164,2011,2011-12-18,14,15,,HOU,,CAR,L 13-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
175,165,2011,2011-12-22,15,16,,HOU,@,IND,L 16-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
176,166,2011,2012-01-01,16,17,,HOU,,TEN,L 22-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
177,,,125 Games,,,,,,,61-64-0,,2264,3676,61.59,25537,161,83,87.5,181,947,6.95,6.81,468,2140,4.57,26,1,1,6,6.00,0,100.0%,6.00,1,26,158,0.0,1,0,1,0,0,60,24,0,23,-54,0,,Jeff Garcia,GarcJe00
