,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
67,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Joe Flacco,FlacJo00
68,65,2012,2012-09-10,1,1,27.238,BAL,,CIN,W 44-13,*,21,29,72.41,299,2,0,128.4,3,21,10.31,11.69,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-10,0,52,85%,0,0%,0,0%,,Joe Flacco,FlacJo00
69,66,2012,2012-09-16,2,2,27.244,BAL,@,PHI,L 23-24,*,22,42,52.38,232,1,1,66.8,2,18,5.52,4.93,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,69,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
70,67,2012,2012-09-23,3,3,27.251,BAL,,NWE,W 31-30,*,28,39,71.79,382,3,1,117.7,0,0,9.79,10.18,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
71,68,2012,2012-09-27,4,4,27.255,BAL,,CLE,W 23-16,*,28,46,60.87,356,1,1,83.2,4,19,7.74,7.20,2,4,2.00,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,82,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
72,69,2012,2012-10-07,5,5,27.265,BAL,@,KAN,W 9-6,*,13,27,48.15,187,0,1,55.6,4,22,6.93,5.26,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
73,70,2012,2012-10-14,6,6,27.272,BAL,,DAL,W 31-29,*,17,26,65.38,234,1,0,106.9,1,4,9.00,9.77,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,51,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
74,71,2012,2012-10-21,7,7,27.279,BAL,@,HOU,L 13-43,*,21,43,48.84,147,1,2,45.4,4,26,3.42,1.79,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,61,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
75,72,2012,2012-11-04,8,9,27.293,BAL,@,CLE,W 25-15,*,15,24,62.50,153,1,0,94.6,1,8,6.38,7.21,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
76,73,2012,2012-11-11,9,10,27.300,BAL,,OAK,W 55-20,*,21,33,63.64,341,3,1,115.8,0,0,10.33,10.79,1,1,1.00,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,58,91%,0,0%,0,0%,,Joe Flacco,FlacJo00
77,74,2012,2012-11-18,10,11,27.307,BAL,@,PIT,W 13-10,*,20,32,62.50,164,0,0,75.5,2,11,5.13,5.13,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,60,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
78,75,2012,2012-11-25,11,12,27.314,BAL,@,SDG,W 16-13,*,30,51,58.82,355,1,0,86.6,5,39,6.96,7.35,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,93,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
79,76,2012,2012-12-02,12,13,27.321,BAL,,PIT,L 20-23,*,16,34,47.06,188,1,1,61.9,3,11,5.53,4.79,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
80,77,2012,2012-12-09,13,14,27.328,BAL,@,WAS,L 28-31,*,16,21,76.19,182,3,1,121.4,2,9,8.67,9.38,5,9,1.80,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,60,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
81,78,2012,2012-12-16,14,15,27.335,BAL,,DEN,L 17-34,*,20,40,50.00,254,2,1,76.5,3,32,6.35,6.23,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,65,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
82,79,2012,2012-12-23,15,16,27.342,BAL,,NYG,W 33-14,*,25,36,69.44,309,2,0,114.2,0,0,8.58,9.69,3,-10,-3.33,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,80,94%,0,0%,0,0%,,Joe Flacco,FlacJo00
83,80,2012,2012-12-30,16,17,27.349,BAL,@,CIN,L 17-23,*,4,8,50.00,34,0,0,61.5,1,7,4.25,4.25,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,16,19%,0,0%,0,0%,,Joe Flacco,FlacJo00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Joe Flacco,FlacJo00
85,81,2013,2013-09-05,1,1,28.232,BAL,@,DEN,L 27-49,*,34,62,54.84,362,2,2,69.4,4,27,5.84,5.03,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,89,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
86,82,2013,2013-09-15,2,2,28.242,BAL,,CLE,W 14-6,*,22,33,66.67,211,1,0,94.4,2,14,6.39,7.00,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,72,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
87,83,2013,2013-09-22,3,3,28.249,BAL,,HOU,W 30-9,*,16,24,66.67,171,0,0,87.3,2,10,7.13,7.13,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,63,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
88,84,2013,2013-09-29,4,4,28.256,BAL,@,BUF,L 20-23,*,25,50,50.00,347,2,5,46.4,4,26,6.94,3.24,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Joe Flacco,FlacJo00
