,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
51,44,1963,1963-10-06,4,4,33.021,CHI,,BAL,W 10-3,,6,7,85.71,112,1,0,158.3,1,13,16.00,18.86,2,-1,-0.50,0,0,0,Rudy Bukich,BukiRu00
52,45,1963,1963-10-13,5,5,33.028,CHI,@,RAM,W 52-14,,8,9,88.89,99,2,0,152.1,0,0,11.00,15.44,2,2,1.00,0,0,0,Rudy Bukich,BukiRu00
53,46,1963,1963-10-20,6,6,33.035,CHI,@,SFO,L 14-20,,11,20,55.00,128,0,2,35.0,0,0,6.40,1.90,1,1,1.00,1,1,6,Rudy Bukich,BukiRu00
54,47,1963,1963-11-10,9,9,33.056,CHI,,RAM,W 6-0,,4,4,100.00,30,0,0,97.9,0,0,7.50,7.50,1,-3,-3.00,0,0,0,Rudy Bukich,BukiRu00
55,48,1963,1963-11-17,10,10,33.063,CHI,,GNB,W 26-7,,,,,,,,,0,0,,,1,2,2.00,0,0,0,Rudy Bukich,BukiRu00
56,49,1963,1963-12-08,13,13,33.084,CHI,,SFO,W 27-7,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,0,0,Rudy Bukich,BukiRu00
57,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
58,50,1964,1964-09-13,1,1,33.364,CHI,@,GNB,L 12-23,,7,16,43.75,83,1,2,41.4,2,22,5.19,0.81,,,,,0,0,Rudy Bukich,BukiRu00
59,51,1964,1964-09-27,3,3,34.012,CHI,@,BAL,L 0-52,,2,4,50.00,18,0,0,62.5,0,0,4.50,4.50,,,,,0,0,Rudy Bukich,BukiRu00
60,52,1964,1964-10-18,6,6,34.033,CHI,,DET,L 0-10,,4,7,57.14,39,0,1,33.3,0,0,5.57,-0.86,,,,,0,0,Rudy Bukich,BukiRu00
61,53,1964,1964-11-01,8,8,34.047,CHI,,DAL,L 10-24,,3,5,60.00,14,0,0,64.6,1,9,2.80,2.80,3,12,4.00,0,0,0,Rudy Bukich,BukiRu00
62,54,1964,1964-11-08,9,9,34.054,CHI,,BAL,L 24-40,,10,15,66.67,185,3,0,148.6,0,0,12.33,16.33,2,-7,-3.50,0,0,0,Rudy Bukich,BukiRu00
63,55,1964,1964-11-15,10,10,34.061,CHI,@,RAM,W 34-24,*,23,37,62.16,271,3,0,111.4,1,4,7.32,8.95,1,1,1.00,0,0,0,Rudy Bukich,BukiRu00
64,56,1964,1964-11-22,11,11,34.068,CHI,,SFO,W 23-21,*,22,33,66.67,258,2,0,110.4,1,7,7.82,9.03,1,6,6.00,0,0,0,Rudy Bukich,BukiRu00
65,57,1964,1964-11-26,12,12,34.072,CHI,@,DET,W 27-24,*,22,29,75.86,210,3,2,101.2,2,13,7.24,6.21,3,9,3.00,0,0,0,Rudy Bukich,BukiRu00
66,58,1964,1964-12-05,13,13,34.081,CHI,,GNB,L 3-17,*,6,14,42.86,21,0,2,10.7,1,12,1.50,-4.93,2,7,3.50,0,0,0,Rudy Bukich,BukiRu00
67,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
68,59,1965,1965-09-19,1,1,35.004,CHI,@,SFO,L 24-52,*,10,20,50.00,117,2,0,101.5,1,7,5.85,7.85,1,1,1.00,0,0,0,Rudy Bukich,BukiRu00
69,60,1965,1965-09-26,2,2,35.011,CHI,@,RAM,L 28-30,,7,12,58.33,131,2,0,135.8,0,0,10.92,14.25,,,,,0,0,Rudy Bukich,BukiRu00
70,61,1965,1965-10-03,3,3,35.018,CHI,@,GNB,L 14-23,,13,20,65.00,195,1,0,113.5,2,14,9.75,10.75,1,-4,-4.00,0,0,0,Rudy Bukich,BukiRu00
71,62,1965,1965-10-10,4,4,35.025,CHI,,RAM,W 31-6,*,16,22,72.73,299,1,0,129.9,3,24,13.59,14.50,6,-1,-0.17,1,1,6,Rudy Bukich,BukiRu00
72,63,1965,1965-10-17,5,5,35.032,CHI,@,MIN,W 45-37,*,9,19,47.37,113,3,1,84.0,1,6,5.95,6.74,2,25,12.50,0,0,0,Rudy Bukich,BukiRu00
73,64,1965,1965-10-24,6,6,35.039,CHI,,DET,W 38-10,*,11,15,73.33,120,3,0,136.1,4,31,8.00,12.00,,,,,0,0,Rudy Bukich,BukiRu00
