,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
38,36,1991,1991-11-17,12,12,,PHO,@,SFO,L 10-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chris Chandler,ChanCh00
39,37,1991,1991-11-24,13,13,,PHO,,PHI,L 14-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chris Chandler,ChanCh00
40,38,1991,1991-12-08,14,15,26.057,PHO,,WAS,L 14-20,,3,6,50.00,28,0,0,63.2,0,0,4.67,4.67,1,1,1.00,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
41,39,1991,1991-12-15,15,16,26.064,PHO,@,DEN,L 19-24,*,15,32,46.88,194,1,0,76.8,5,36,6.06,6.69,3,13,4.33,0,,0,0,,0,,,,0,0,2,,0,1,-7,0,,Chris Chandler,ChanCh00
42,40,1991,1991-12-22,16,17,26.071,PHO,,NOR,L 3-27,*,7,12,58.33,67,0,2,34.4,2,22,5.58,-1.92,4,18,4.50,0,,0,0,,0,,,,0,0,1,,0,0,0,0,,Chris Chandler,ChanCh00
43,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Chris Chandler,ChanCh00
44,41,1992,1992-09-06,1,1,26.330,PHO,@,TAM,L 7-23,,6,9,66.67,31,0,0,72.0,0,0,3.44,3.44,1,10,10.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
45,42,1992,1992-09-13,2,2,26.337,PHO,,PHI,L 14-31,,17,29,58.62,211,2,0,104.2,5,44,7.28,8.66,4,8,2.00,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Chris Chandler,ChanCh00
46,43,1992,1992-09-20,3,3,26.344,PHO,@,DAL,L 20-31,*,28,43,65.12,383,1,0,101.2,2,12,8.91,9.37,2,12,6.00,0,,0,0,,0,0.0%,,,0,0,1,,0,0,-3,0,,Chris Chandler,ChanCh00
47,44,1992,1992-10-04,4,5,26.358,PHO,,WAS,W 27-24,*,21,31,67.74,196,1,2,68.7,5,33,6.32,4.06,2,9,4.50,0,,0,0,,0,0.0%,,,0,0,2,,0,1,0,0,,Chris Chandler,ChanCh00
