,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
66,63,1994,1994-09-11,2,2,26.277,ATL,,RAM,W 31-13,*,29,38,76.32,287,3,0,123.5,0,0,7.55,9.13,2,13,6.50,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
67,64,1994,1994-09-18,3,3,26.284,ATL,,KAN,L 10-30,*,29,45,64.44,299,1,2,72.4,3,15,6.64,5.09,1,8,8.00,0,0,0,1,1,0,0,0,0,,Jeff George,GeorJe00
68,65,1994,1994-09-25,4,4,26.291,ATL,@,WAS,W 27-20,*,22,35,62.86,270,2,1,93.8,6,32,7.71,7.57,9,19,2.11,0,0,0,2,0,0,1,-2,0,,Jeff George,GeorJe00
69,66,1994,1994-10-02,5,5,26.298,ATL,@,RAM,W 8-5,*,16,25,64.00,190,0,1,70.4,3,15,7.60,5.80,1,1,1.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
70,67,1994,1994-10-09,6,6,26.305,ATL,,TAM,W 34-13,*,23,35,65.71,269,2,2,84.1,2,4,7.69,6.26,2,1,0.50,0,0,0,1,1,0,0,-5,0,,Jeff George,GeorJe00
71,68,1994,1994-10-16,7,7,26.312,ATL,,SFO,L 3-42,*,19,27,70.37,177,0,2,57.2,4,31,6.56,3.22,2,9,4.50,0,0,0,1,1,0,0,0,0,,Jeff George,GeorJe00
72,69,1994,1994-10-23,8,8,26.319,ATL,@,RAI,L 17-30,*,16,29,55.17,218,1,1,76.5,4,33,7.52,6.66,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
73,70,1994,1994-11-06,9,10,26.333,ATL,,SDG,W 10-9,*,19,31,61.29,180,1,2,61.2,1,4,5.81,3.55,5,-6,-1.20,0,0,0,3,0,0,3,-2,0,,Jeff George,GeorJe00
74,71,1994,1994-11-13,10,11,26.340,ATL,@,NOR,L 32-33,*,29,49,59.18,328,1,1,77.6,1,11,6.69,6.18,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
75,72,1994,1994-11-20,11,12,26.347,ATL,@,DEN,L 28-32,*,19,43,44.19,254,4,0,94.5,0,0,5.91,7.77,2,3,1.50,0,0,0,1,0,0,1,-1,0,,Jeff George,GeorJe00
