,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
119,113,2000,2000-09-03,1,1,28.202,NWE,,TAM,L 16-21,*,26,39,66.67,216,1,0,89.3,6,26,5.54,6.05,8,30,3.75,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-4,0,,Drew Bledsoe,BledDr00
120,114,2000,2000-09-11,2,2,28.210,NWE,@,NYJ,L 19-20,*,25,43,58.14,229,1,0,80.5,6,36,5.33,5.79,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
121,115,2000,2000-09-17,3,3,28.216,NWE,,MIN,L 13-21,*,21,35,60.00,190,1,1,72.3,3,26,5.43,4.71,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
122,116,2000,2000-09-24,4,4,28.223,NWE,@,MIA,L 3-10,*,16,33,48.48,161,0,1,50.2,2,7,4.88,3.52,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,Drew Bledsoe,BledDr00
123,117,2000,2000-10-01,5,5,28.230,NWE,@,DEN,W 28-19,*,18,27,66.67,271,4,1,123.6,3,11,10.04,11.33,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
124,118,2000,2000-10-08,6,6,28.237,NWE,,IND,W 24-16,*,15,23,65.22,142,2,0,111.1,3,21,6.17,7.91,2,15,7.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
125,119,2000,2000-10-15,7,7,28.244,NWE,,NYJ,L 17-34,*,16,35,45.71,208,0,3,29.2,7,46,5.94,2.09,2,16,8.00,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,,Drew Bledsoe,BledDr00
126,120,2000,2000-10-22,8,8,28.251,NWE,@,IND,L 23-30,*,23,34,67.65,231,1,0,96.6,0,0,6.79,7.38,3,4,1.33,1,0,0,0,,0,0.0%,,1,6,1,0,0,1,0,0,,Drew Bledsoe,BledDr00
127,121,2000,2000-11-05,9,10,28.265,NWE,,BUF,L 13-16,*,3,5,60.00,50,0,1,54.2,0,0,10.00,1.00,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
128,122,2000,2000-11-12,10,11,28.272,NWE,@,CLE,L 11-19,*,21,35,60.00,212,1,1,74.9,4,28,6.06,5.34,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,3,0,0,0,-8,0,,Drew Bledsoe,BledDr00
129,123,2000,2000-11-19,11,12,28.279,NWE,,CIN,W 16-13,*,22,36,61.11,258,0,1,71.3,1,6,7.17,5.92,5,-4,-0.80,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-6,0,,Drew Bledsoe,BledDr00
130,124,2000,2000-11-23,12,13,28.283,NWE,@,DET,L 9-34,*,17,32,53.13,148,0,2,39.6,2,5,4.63,1.81,4,27,6.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
131,125,2000,2000-12-04,13,14,28.294,NWE,,KAN,W 30-24,*,33,48,68.75,282,2,0,97.7,3,19,5.88,6.71,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
132,126,2000,2000-12-10,14,15,28.300,NWE,@,CHI,L 17-24,*,25,46,54.35,225,2,0,82.2,3,18,4.89,5.76,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
133,127,2000,2000-12-17,15,16,28.307,NWE,@,BUF,W 13-10,*,13,26,50.00,156,0,0,68.7,1,14,6.00,6.00,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-2,0,,Drew Bledsoe,BledDr00
134,128,2000,2000-12-24,16,17,28.314,NWE,,MIA,L 24-27,*,18,34,52.94,312,2,2,79.5,1,1,9.18,7.71,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Drew Bledsoe,BledDr00
136,129,2001,2001-09-09,1,1,29.207,NWE,@,CIN,L 17-23,*,22,38,57.89,241,2,0,94.3,4,17,6.34,7.39,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
137,130,2001,2001-09-23,2,2,29.221,NWE,,NYJ,L 3-10,*,18,28,64.29,159,0,2,49.6,1,4,5.68,2.46,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,Drew Bledsoe,BledDr00
