,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
59,56,1993,1993-09-26,4,4,28.203,PHO,@,DET,L 20-26,*,23,31,74.19,288,2,0,124.1,4,24,9.29,10.58,3,13,4.33,0,,0,0,,0,0.0%,,,0,0,2,,0,0,0,0,,Steve Beuerlein,BeueSt00
60,57,1993,1993-10-10,5,6,28.217,PHO,,NWE,L 21-23,*,14,28,50.00,196,3,2,78.9,2,9,7.00,5.93,1,3,3.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
61,58,1993,1993-10-17,6,7,28.224,PHO,,WAS,W 36-6,*,12,25,48.00,250,1,1,80.4,3,26,10.00,9.00,3,-1,-0.33,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
62,59,1993,1993-10-24,7,8,28.231,PHO,@,SFO,L 14-28,*,26,50,52.00,334,2,3,61.6,1,12,6.68,4.78,2,23,11.50,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Steve Beuerlein,BeueSt00
63,60,1993,1993-10-31,8,9,28.238,PHO,,NOR,L 17-20,*,7,9,77.78,52,0,0,90.7,3,18,5.78,5.78,0,0,,0,,0,0,,0,0.0%,,,0,0,2,,0,1,0,0,,Steve Beuerlein,BeueSt00
64,61,1993,1993-11-07,9,10,28.245,PHO,,PHI,W 16-3,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Beuerlein,BeueSt00
65,62,1993,1993-11-14,10,11,28.252,PHO,@,DAL,L 15-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Beuerlein,BeueSt00
66,63,1993,1993-11-28,11,13,28.266,PHO,@,NYG,L 17-19,*,19,33,57.58,193,2,1,82.0,3,17,5.85,5.70,1,0,0.00,0,,0,0,,0,0.0%,,,0,0,1,,0,1,0,0,,Steve Beuerlein,BeueSt00
67,64,1993,1993-12-05,12,14,28.273,PHO,,RAM,W 38-10,*,14,25,56.00,250,1,0,103.7,1,5,10.00,10.80,2,-2,-1.00,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Steve Beuerlein,BeueSt00
68,65,1993,1993-12-12,13,15,28.280,PHO,,DET,L 14-21,*,23,35,65.71,219,0,3,47.2,4,28,6.26,2.40,1,-1,-1.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
