,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 48_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
45,44,2012,2012-12-02,12,13,25.024,STL,,SFO,W 16-13,*,26,39,66.67,221,0,0,81.2,2,13,5.67,5.67,3,31,10.33,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Sam Bradford,BradSa00
46,45,2012,2012-12-09,13,14,25.031,STL,@,BUF,W 15-12,*,19,39,48.72,209,1,1,62.9,1,2,5.36,4.72,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,69,100%,0,0%,0,0%,,Sam Bradford,BradSa00
47,46,2012,2012-12-16,14,15,25.038,STL,,MIN,L 22-36,*,35,55,63.64,377,3,1,94.3,4,32,6.85,7.13,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,81,100%,0,0%,0,0%,,Sam Bradford,BradSa00
48,47,2012,2012-12-23,15,16,25.045,STL,@,TAM,W 28-13,*,13,27,48.15,196,2,1,81.7,0,0,7.26,7.07,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,55,100%,0,0%,0,0%,,Sam Bradford,BradSa00
49,48,2012,2012-12-30,16,17,25.052,STL,@,SEA,L 13-20,*,25,42,59.52,252,1,1,74.7,0,0,6.00,5.40,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Sam Bradford,BradSa00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Sam Bradford,BradSa00
51,49,2013,2013-09-08,1,1,25.304,STL,,ARI,W 27-24,*,27,38,71.05,299,2,1,100.7,0,0,7.87,7.74,2,1,0.50,0,0,0,0,,0,0.0%,,1,0,2,1,0,0,0,0,0,67,100%,0,0%,0,0%,,Sam Bradford,BradSa00
52,50,2013,2013-09-15,2,2,25.311,STL,@,ATL,L 24-31,*,32,55,58.18,352,3,1,87.8,0,0,6.40,6.67,3,25,8.33,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,,Sam Bradford,BradSa00
53,51,2013,2013-09-22,3,3,25.318,STL,@,DAL,L 7-31,*,29,48,60.42,240,1,0,80.2,6,43,5.00,5.42,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Sam Bradford,BradSa00
54,52,2013,2013-09-26,4,4,25.322,STL,,SFO,L 11-35,*,19,41,46.34,202,1,1,59.2,5,32,4.93,4.32,3,-4,-1.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,67,100%,0,0%,0,0%,,Sam Bradford,BradSa00
55,53,2013,2013-10-06,5,5,25.332,STL,,JAX,W 34-20,*,19,34,55.88,222,3,0,105.3,2,14,6.53,8.29,5,4,0.80,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,73,100%,0,0%,0,0%,,Sam Bradford,BradSa00
56,54,2013,2013-10-13,6,6,25.339,STL,@,HOU,W 38-13,*,12,16,75.00,117,3,0,134.6,0,0,7.31,11.06,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,42,100%,0,0%,0,0%,,Sam Bradford,BradSa00
57,55,2013,2013-10-20,7,7,25.346,STL,@,CAR,L 15-30,*,21,30,70.00,255,1,1,93.1,2,8,8.50,7.67,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,55,90%,0,0%,0,0%,,Sam Bradford,BradSa00
58,56,2013,2013-10-28,8,8,,STL,,SEA,L 9-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
59,57,2013,2013-11-03,9,9,,STL,,TEN,L 21-28,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
60,58,2013,2013-11-10,10,10,,STL,@,IND,W 38-8,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
61,59,2013,2013-11-24,11,12,,STL,,CHI,W 42-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
62,60,2013,2013-12-01,12,13,,STL,@,SFO,L 13-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
63,61,2013,2013-12-08,13,14,,STL,@,ARI,L 10-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
64,62,2013,2013-12-15,14,15,,STL,,NOR,W 27-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
65,63,2013,2013-12-22,15,16,,STL,,TAM,W 23-13,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Sam Bradford,BradSa00
