,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 35_level_0,qb,qb_tag
165,157,2001,2001-12-17,13,14,,NOR,,STL,L 21-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
166,158,2001,2001-12-23,14,15,,NOR,@,TAM,L 21-48,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
167,159,2001,2001-12-30,15,16,,NOR,,WAS,L 10-40,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
168,160,2001,2002-01-06,16,17,31.033,NOR,,SFO,L 0-38,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,-1,-1.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
169,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
170,161,2002,2002-09-08,1,1,,BAL,@,CAR,L 7-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
171,162,2002,2002-09-15,2,2,,BAL,,TAM,L 0-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
172,163,2002,2002-09-30,3,4,31.300,BAL,,DEN,W 34-23,,,,,,,,,0,,,,,,,,,0,0,0,,,0,0,0,,Jeff Blake,BlakJe00
173,164,2002,2002-10-06,4,5,,BAL,@,CLE,W 26-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
174,165,2002,2002-10-13,5,6,,BAL,@,IND,L 20-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
175,166,2002,2002-10-20,6,7,,BAL,,JAX,W 17-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
176,167,2002,2002-10-27,7,8,31.327,BAL,,PIT,L 18-31,*,29,50,58.00,298,1,3,56.9,1,5,5.96,3.66,6,25,4.17,1,,1,6,0,,0,0,0,0,,Jeff Blake,BlakJe00
177,168,2002,2002-11-03,8,9,31.334,BAL,@,ATL,L 17-20,*,14,27,51.85,229,1,1,77.5,6,42,8.48,7.56,5,22,4.40,0,,0,0,1,1,0,1,0,0,,Jeff Blake,BlakJe00
178,169,2002,2002-11-10,9,10,31.341,BAL,,CIN,W 38-27,*,16,24,66.67,183,1,0,103.3,2,20,7.63,8.46,4,-3,-0.75,0,,0,0,1,1,0,0,-3,0,,Jeff Blake,BlakJe00
179,170,2002,2002-11-17,10,11,31.348,BAL,@,MIA,L 7-26,*,14,28,50.00,127,1,1,59.7,7,36,4.54,3.64,2,8,4.00,0,,0,0,2,0,0,0,0,0,,Jeff Blake,BlakJe00
180,171,2002,2002-11-24,11,12,31.355,BAL,,TEN,W 13-12,*,11,24,45.83,109,0,1,41.8,4,22,4.54,2.67,4,-1,-0.25,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
181,172,2002,2002-12-01,12,13,31.362,BAL,@,CIN,W 27-23,*,10,19,52.63,115,2,0,106.2,3,16,6.05,8.16,5,19,3.80,0,,0,0,1,0,0,1,0,0,,Jeff Blake,BlakJe00
182,173,2002,2002-12-08,13,14,32.004,BAL,,NOR,L 25-37,*,18,39,46.15,316,2,2,70.0,2,20,8.10,6.82,2,13,6.50,0,,0,0,1,1,0,0,0,0,,Jeff Blake,BlakJe00
183,174,2002,2002-12-15,14,15,32.011,BAL,@,HOU,W 23-19,*,18,30,60.00,228,2,0,106.0,0,0,7.60,8.93,7,10,1.43,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
184,175,2002,2002-12-22,15,16,32.018,BAL,,CLE,L 13-14,*,16,28,57.14,143,1,1,68.0,2,14,5.11,4.21,3,12,4.00,0,,0,0,1,0,0,0,-6,0,,Jeff Blake,BlakJe00
185,176,2002,2002-12-29,16,17,32.025,BAL,@,PIT,L 31-34,*,19,26,73.08,336,2,2,108.7,3,28,12.92,11.00,1,1,1.00,0,,0,0,1,1,0,0,0,0,,Jeff Blake,BlakJe00
186,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
187,177,2003,2003-09-07,1,1,32.277,ARI,@,DET,L 24-42,*,28,46,60.87,358,3,1,97.9,2,19,7.78,8.11,3,12,4.00,0,,0,0,2,1,0,1,0,0,,Jeff Blake,BlakJe00
188,178,2003,2003-09-14,2,2,32.284,ARI,,SEA,L 0-38,*,7,14,50.00,55,0,2,20.5,0,0,3.93,-2.50,0,0,,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
189,179,2003,2003-09-21,3,3,32.291,ARI,,GNB,W 20-13,*,20,31,64.52,273,1,1,89.9,0,0,8.81,8.00,4,7,1.75,1,,1,6,0,,0,0,0,0,,Jeff Blake,BlakJe00
190,180,2003,2003-09-28,4,4,32.298,ARI,@,STL,L 13-37,*,10,17,58.82,88,0,0,72.7,1,10,5.18,5.18,0,0,,0,,0,0,1,1,0,0,0,0,,Jeff Blake,BlakJe00
191,181,2003,2003-10-05,5,5,32.305,ARI,@,DAL,L 7-24,*,14,28,50.00,121,1,2,43.9,3,2,4.32,1.82,1,2,2.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
192,182,2003,2003-10-12,6,6,32.312,ARI,,BAL,L 18-26,*,22,36,61.11,247,2,3,65.4,2,17,6.86,4.22,4,29,7.25,0,1,0,2,1,0,0,1,0,0,,Jeff Blake,BlakJe00
193,183,2003,2003-10-26,7,8,32.326,ARI,,SFO,W 16-13,*,14,24,58.33,97,0,0,67.5,1,4,4.04,4.04,4,29,7.25,1,,1,6,0,,0,0,0,0,,Jeff Blake,BlakJe00
194,184,2003,2003-11-02,8,9,32.333,ARI,,CIN,W 17-14,*,18,28,64.29,166,2,0,104.2,2,23,5.93,7.36,2,11,5.50,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
195,185,2003,2003-11-09,9,10,32.340,ARI,@,PIT,L 15-28,*,23,43,53.49,307,2,0,91.9,5,24,7.14,8.07,5,30,6.00,0,,0,0,2,1,0,1,-1,0,,Jeff Blake,BlakJe00
196,186,2003,2003-11-16,10,11,32.347,ARI,@,CLE,L 6-44,*,9,21,42.86,121,0,1,42.0,1,6,5.76,3.62,1,3,3.00,0,,0,0,1,0,0,1,0,0,,Jeff Blake,BlakJe00
197,187,2003,2003-11-23,11,12,32.354,ARI,,STL,L 27-30,*,15,27,55.56,192,2,2,71.8,0,0,7.11,5.26,3,31,10.33,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
198,188,2003,2003-11-30,12,13,32.361,ARI,@,CHI,L 3-28,*,20,32,62.50,163,0,2,49.3,1,12,5.09,2.28,2,8,4.00,0,,0,0,1,1,0,0,0,0,,Jeff Blake,BlakJe00
199,189,2003,2003-12-07,13,14,33.003,ARI,@,SFO,L 14-50,*,8,20,40.00,59,0,1,27.1,1,15,2.95,0.70,1,15,15.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
200,190,2003,2003-12-14,14,15,,ARI,,CAR,L 17-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
201,191,2003,2003-12-21,15,16,,ARI,@,SEA,L 10-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
202,192,2003,2003-12-28,16,17,,ARI,,MIN,W 18-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
203,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
204,193,2004,2004-09-12,1,1,,PHI,,NYG,W 31-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
205,194,2004,2004-09-20,2,2,,PHI,,MIN,W 27-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
206,195,2004,2004-09-26,3,3,,PHI,@,DET,W 30-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
207,196,2004,2004-10-03,4,4,,PHI,@,CHI,W 19-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
208,197,2004,2004-10-17,5,6,,PHI,,CAR,W 30-8,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
209,198,2004,2004-10-24,6,7,,PHI,@,CLE,W 34-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
210,199,2004,2004-10-31,7,8,,PHI,,BAL,W 15-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
211,200,2004,2004-11-07,8,9,,PHI,@,PIT,L 3-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
212,201,2004,2004-11-15,9,10,33.347,PHI,@,DAL,W 49-21,,0,0,,0,0,0,,0,,,,2,-2,-1.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
213,202,2004,2004-11-21,10,11,,PHI,,WAS,W 28-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
214,203,2004,2004-11-28,11,12,,PHI,@,NYG,W 27-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
215,204,2004,2004-12-05,12,13,,PHI,,GNB,W 47-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
216,205,2004,2004-12-12,13,14,,PHI,@,WAS,W 17-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
217,206,2004,2004-12-19,14,15,,PHI,,DAL,W 12-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
218,207,2004,2004-12-27,15,16,34.023,PHI,@,STL,L 7-20,,4,14,28.57,41,0,0,39.6,1,8,2.93,2.93,1,8,8.00,0,,0,0,1,1,0,0,0,0,,Jeff Blake,BlakJe00
219,208,2004,2005-01-02,16,17,34.029,PHI,,CIN,L 10-38,,14,23,60.87,85,1,1,64.6,1,9,3.70,2.61,0,0,,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
220,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
221,209,2005,2005-09-11,1,1,,CHI,@,WAS,L 7-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
222,210,2005,2005-09-18,2,2,34.288,CHI,,DET,W 38-6,,1,1,100.00,11,0,0,112.5,0,0,11.00,11.00,1,-1,-1.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
223,211,2005,2005-09-25,3,3,,CHI,,CIN,L 7-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
224,212,2005,2005-10-09,4,5,,CHI,@,CLE,L 10-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
225,213,2005,2005-10-16,5,6,,CHI,,MIN,W 28-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
226,214,2005,2005-10-23,6,7,,CHI,,BAL,W 10-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
227,215,2005,2005-10-30,7,8,,CHI,@,DET,W 19-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
228,216,2005,2005-11-06,8,9,,CHI,@,NOR,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
229,217,2005,2005-11-13,9,10,,CHI,,SFO,W 17-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
230,218,2005,2005-11-20,10,11,,CHI,,CAR,W 13-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
231,219,2005,2005-11-27,11,12,,CHI,@,TAM,W 13-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
232,220,2005,2005-12-04,12,13,,CHI,,GNB,W 19-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
233,221,2005,2005-12-11,13,14,,CHI,@,PIT,L 9-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
234,222,2005,2005-12-18,14,15,,CHI,,ATL,W 16-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
235,223,2005,2005-12-25,15,16,,CHI,@,GNB,W 24-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
236,224,2005,2006-01-01,16,17,35.028,CHI,@,MIN,L 10-34,,7,8,87.50,44,1,0,129.2,0,0,5.50,8.00,0,0,,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
237,,,119 Games,,,,,,,43-76-0,,1827,3241,56.37,21711,134,99,78.0,248,1550,6.70,6.15,418,2027,4.85,14,3,14,90,68,33,0,17,-53,0,,Jeff Blake,BlakJe00
