,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
33,32,1991,1991-11-24,12,13,,ATL,@,NOR,W 23-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
34,33,1991,1991-12-01,13,14,25.297,ATL,,GNB,W 35-31,*,8,19,42.11,95,0,1,36.1,1,2,5.00,2.63,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
35,34,1991,1991-12-08,14,15,25.304,ATL,@,RAM,W 31-14,,1,3,33.33,4,0,0,42.4,0,0,1.33,1.33,2,-2,-1.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
36,35,1991,1991-12-15,15,16,25.311,ATL,,SEA,W 26-13,,0,0,,0,0,0,,0,,,,2,-3,-1.50,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
37,36,1991,1991-12-22,16,17,,ATL,@,DAL,L 27-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
38,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Billy Joe Tolliver,TollBi00
39,37,1992,1992-09-06,1,1,,ATL,,NYJ,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
40,38,1992,1992-09-13,2,2,,ATL,@,WAS,L 17-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
41,39,1992,1992-09-20,3,3,,ATL,,NOR,L 7-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
42,40,1992,1992-09-27,4,4,,ATL,@,CHI,L 31-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
43,41,1992,1992-10-04,5,5,,ATL,,GNB,W 24-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
44,42,1992,1992-10-11,6,6,,ATL,@,MIA,L 17-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
45,43,1992,1992-10-18,7,7,26.254,ATL,@,SFO,L 17-56,,5,10,50.00,60,0,0,68.7,2,7,6.00,6.00,0,0,,0,0,0,2,,0,0,0,0,,Billy Joe Tolliver,TollBi00
46,44,1992,1992-11-01,8,9,26.268,ATL,,RAM,W 30-28,,6,11,54.55,86,1,0,110.4,0,0,7.82,9.64,1,-1,-1.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
47,45,1992,1992-11-09,9,10,26.276,ATL,,SFO,L 3-41,*,16,25,64.00,178,0,3,45.5,2,13,7.12,1.72,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
48,46,1992,1992-11-15,10,11,26.282,ATL,,PHO,W 20-17,*,16,24,66.67,209,2,1,104.3,4,17,8.71,8.50,1,15,15.00,0,0,0,2,,0,0,0,0,,Billy Joe Tolliver,TollBi00
49,47,1992,1992-11-22,11,12,26.289,ATL,@,BUF,L 14-41,*,8,23,34.78,47,0,1,25.5,1,8,2.04,0.09,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
50,48,1992,1992-11-29,12,13,26.296,ATL,,NWE,W 34-0,*,9,18,50.00,107,2,0,105.6,1,9,5.94,8.17,1,3,3.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
51,49,1992,1992-12-03,13,14,26.300,ATL,@,NOR,L 14-22,*,6,11,54.55,55,0,0,68.4,5,34,5.00,5.00,0,0,,0,0,0,1,,0,0,0,0,,Billy Joe Tolliver,TollBi00
52,50,1992,1992-12-13,14,15,26.310,ATL,@,TAM,W 35-7,,3,4,75.00,15,0,0,80.2,0,0,3.75,3.75,1,-2,-2.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
53,51,1992,1992-12-21,15,16,26.318,ATL,,DAL,L 17-41,,4,5,80.00,30,0,0,91.7,1,10,6.00,6.00,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
54,52,1992,1992-12-27,16,17,,ATL,@,RAM,L 27-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
55,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Billy Joe Tolliver,TollBi00
56,53,1993,1993-09-05,1,1,,ATL,@,DET,L 13-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
57,54,1993,1993-09-12,2,2,,ATL,,NOR,L 31-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
58,55,1993,1993-09-19,3,3,,ATL,@,SFO,L 30-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
59,56,1993,1993-09-27,4,4,27.232,ATL,,PIT,L 17-45,,5,13,38.46,64,0,2,15.1,1,2,4.92,-2.00,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
60,57,1993,1993-10-03,5,5,27.238,ATL,@,CHI,L 0-6,,8,13,61.54,69,0,0,75.5,1,8,5.31,5.31,2,1,0.50,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
61,58,1993,1993-10-14,6,7,27.249,ATL,,RAM,W 30-24,*,18,34,52.94,213,3,1,89.5,1,5,6.26,6.71,3,16,5.33,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
62,59,1993,1993-10-24,7,8,27.259,ATL,@,NOR,W 26-15,*,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,1,7,7.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
63,60,1993,1993-10-31,8,9,,ATL,,TAM,L 24-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
64,61,1993,1993-11-14,9,11,,ATL,@,RAM,W 13-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
65,62,1993,1993-11-21,10,12,,ATL,,DAL,W 27-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
66,63,1993,1993-11-28,11,13,,ATL,,CLE,W 17-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
67,64,1993,1993-12-05,12,14,,ATL,@,HOU,L 17-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
68,65,1993,1993-12-11,13,15,,ATL,,SFO,W 27-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
69,66,1993,1993-12-19,14,16,27.315,ATL,@,WAS,L 17-30,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
70,67,1993,1993-12-26,15,17,27.322,ATL,@,CIN,L 17-21,,3,5,60.00,52,0,1,55.8,0,0,10.40,1.40,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
71,68,1993,1994-01-02,16,18,27.329,ATL,,PHO,L 10-27,,5,8,62.50,66,0,1,49.0,0,0,8.25,2.63,1,24,24.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
72,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Billy Joe Tolliver,TollBi00
73,69,1994,1994-09-11,2,2,,HOU,@,DAL,L 17-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
74,70,1994,1994-09-18,3,3,,HOU,,BUF,L 7-15,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
75,71,1994,1994-09-25,4,4,,HOU,,CIN,W 20-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
76,72,1994,1994-10-03,5,5,,HOU,@,PIT,L 14-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Billy Joe Tolliver,TollBi00
77,73,1994,1994-10-13,6,7,28.248,HOU,,CLE,L 8-11,,9,17,52.94,115,1,1,69.5,2,14,6.76,5.29,1,3,3.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
78,74,1994,1994-10-24,7,8,28.259,HOU,@,PHI,L 6-21,,5,11,45.45,67,0,0,65.3,1,1,6.09,6.09,1,0,0.00,0,0,0,1,1,0,0,0,0,,Billy Joe Tolliver,TollBi00
79,75,1994,1994-10-30,8,9,28.265,HOU,@,RAI,L 14-17,*,19,43,44.19,226,1,0,68.6,3,23,5.26,5.72,3,20,6.67,1,1,6,3,3,0,0,0,0,,Billy Joe Tolliver,TollBi00
80,76,1994,1994-11-06,9,10,,HOU,,PIT,L 9-12,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
81,77,1994,1994-11-13,10,11,28.279,HOU,@,CIN,L 31-34,*,20,34,58.82,152,2,0,89.3,4,23,4.47,5.65,3,10,3.33,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
82,78,1994,1994-11-21,11,12,28.287,HOU,,NYG,L 10-13,*,10,15,66.67,119,0,0,90.7,1,7,7.93,7.93,1,1,1.00,1,1,6,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
83,79,1994,1994-11-27,12,13,28.293,HOU,@,CLE,L 10-34,*,16,33,48.48,124,0,0,58.1,4,22,3.76,3.76,0,0,,0,0,0,1,1,0,0,0,0,,Billy Joe Tolliver,TollBi00
