,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
57,53,1961,1961-12-03,13,13,33.360,DEN,,BOS,L 24-28,,19,42,45.24,237,1,1,61.3,,,5.64,5.05,1,-5,-5.00,0,0,0,Frank Tripucka,TripFr00
58,54,1961,1961-12-10,14,14,34.002,DEN,@,DTX,L 21-49,*,9,17,52.94,63,0,1,37.1,,,3.71,1.06,2,-3,-1.50,0,0,0,Frank Tripucka,TripFr00
59,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Frank Tripucka,TripFr00
60,55,1962,1962-09-07,1,1,34.273,DEN,,SDG,W 30-21,*,28,47,59.57,376,2,2,81.5,,,8.00,6.94,,,,,0,0,Frank Tripucka,TripFr00
61,56,1962,1962-09-15,2,2,34.281,DEN,@,BUF,W 23-20,*,29,56,51.79,447,2,3,68.1,,,7.98,6.29,,,,,0,0,Frank Tripucka,TripFr00
62,57,1962,1962-09-21,3,3,34.287,DEN,@,BOS,L 16-41,*,22,47,46.81,275,1,2,54.8,,,5.85,4.36,,,,,0,0,Frank Tripucka,TripFr00
63,58,1962,1962-09-30,4,4,34.296,DEN,@,NYT,W 32-10,*,20,29,68.97,242,1,3,66.2,,,8.34,4.38,1,1,1.00,1,1,6,Frank Tripucka,TripFr00
64,59,1962,1962-10-14,6,6,34.310,DEN,@,OAK,W 23-6,*,16,29,55.17,257,1,2,67.7,,,8.86,6.45,,,,,0,0,Frank Tripucka,TripFr00
65,60,1962,1962-10-21,7,7,34.317,DEN,,HOU,W 20-10,*,26,40,65.00,308,1,1,86.2,,,7.70,7.08,,,,,0,0,Frank Tripucka,TripFr00
66,61,1962,1962-10-28,8,8,34.324,DEN,,BUF,L 38-45,*,12,20,60.00,168,5,2,87.1,,,8.40,8.90,,,,,0,0,Frank Tripucka,TripFr00
67,62,1962,1962-11-04,9,9,34.331,DEN,@,SDG,W 23-20,*,17,32,53.13,202,1,1,70.1,,,6.31,5.53,,,,,0,0,Frank Tripucka,TripFr00
68,63,1962,1962-11-11,10,10,34.338,DEN,,BOS,L 29-33,*,10,26,38.46,89,1,1,45.2,,,3.42,2.46,,,,,0,0,Frank Tripucka,TripFr00
69,64,1962,1962-11-18,11,11,34.345,DEN,,DTX,L 3-24,*,9,18,50.00,65,0,0,58.8,,,3.61,3.61,,,,,0,0,Frank Tripucka,TripFr00
70,65,1962,1962-11-22,12,12,34.349,DEN,,NYT,L 45-46,*,9,15,60.00,113,1,2,66.1,,,7.53,2.87,,,,,0,0,Frank Tripucka,TripFr00
71,66,1962,1962-12-02,13,13,34.359,DEN,@,HOU,L 17-34,*,20,45,44.44,188,1,5,24.4,,,4.18,-0.38,1,-2,-2.00,0,0,0,Frank Tripucka,TripFr00
72,67,1962,1962-12-09,14,14,35.001,DEN,@,DTX,L 10-17,*,22,36,61.11,187,0,1,63.1,,,5.19,3.94,,,,,0,0,Frank Tripucka,TripFr00
73,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Frank Tripucka,TripFr00
74,68,1963,1963-09-07,1,1,35.273,DEN,,KAN,L 7-59,*,1,4,25.00,3,0,2,0.0,0,0,0.75,-21.75,,,,,0,0,Frank Tripucka,TripFr00
75,69,1963,1963-09-14,2,2,35.280,DEN,@,HOU,L 14-20,*,6,11,54.55,28,0,3,20.5,0,0,2.55,-9.73,,,,,0,0,Frank Tripucka,TripFr00
76,,,69 Games,,,,,,,22-46-1,,879,1745,50.37,10282,69,124,52.2,0,186,5.89,3.49,39,92,2.36,6,6,36,Frank Tripucka,TripFr00
