,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
121,114,1969,1969-10-19,5,5,29.258,NYG,@,WAS,L 14-20,*,18,28,64.29,144,0,0,77.1,1,5,5.14,5.14,5,30,6.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
122,115,1969,1969-10-27,6,6,29.266,NYG,@,DAL,L 3-25,*,13,32,40.63,196,0,1,48.4,10,70,6.13,4.72,1,9,9.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
123,116,1969,1969-11-02,7,7,29.272,NYG,,PHI,L 20-23,*,14,26,53.85,217,0,1,65.7,4,29,8.35,6.62,1,7,7.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
124,117,1969,1969-11-09,8,8,29.279,NYG,@,STL,L 17-42,*,18,39,46.15,224,2,1,70.9,3,30,5.74,5.62,1,6,6.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
125,118,1969,1969-11-16,9,9,29.286,NYG,,NOR,L 24-25,*,18,29,62.07,271,2,1,101.4,2,15,9.34,9.17,3,25,8.33,0,,,,,0,0,Fran Tarkenton,TarkFr00
126,119,1969,1969-11-23,10,10,29.293,NYG,@,CLE,L 17-28,*,22,32,68.75,279,2,3,77.5,2,20,8.72,5.75,1,10,10.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
127,120,1969,1969-11-30,11,11,29.300,NYG,@,GNB,L 10-20,*,13,31,41.94,190,1,0,73.3,1,8,6.13,6.77,,,,,,,,,0,0,Fran Tarkenton,TarkFr00
128,121,1969,1969-12-07,12,12,29.307,NYG,,STL,W 49-6,*,19,31,61.29,252,4,0,126.6,0,0,8.13,10.71,2,18,9.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
129,122,1969,1969-12-14,13,13,29.314,NYG,@,PIT,W 21-17,*,17,31,54.84,205,3,1,94.2,2,21,6.61,7.10,3,3,1.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
130,123,1969,1969-12-21,14,14,29.321,NYG,,CLE,W 27-14,*,14,26,53.85,257,1,0,101.0,0,0,9.88,10.65,1,0,0.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
