,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 40_level_0,qb,qb_tag
59,57,2008,2008-11-09,9,10,,CHI,,TEN,L 14-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
60,58,2008,2008-11-16,10,11,26.002,CHI,@,GNB,L 3-37,*,13,26,50.00,133,0,0,65.1,1,8,5.12,5.12,1,0,0.00,0,0,0,1,1,0,0,-7,0,,,,,,,,Kyle Orton,OrtoKy00
61,59,2008,2008-11-23,11,12,26.009,CHI,@,STL,W 27-3,*,17,28,60.71,132,1,0,84.2,1,6,4.71,5.43,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
62,60,2008,2008-11-30,12,13,26.016,CHI,@,MIN,L 14-34,*,11,29,37.93,153,2,3,39.1,3,28,5.28,2.00,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
63,61,2008,2008-12-07,13,14,26.023,CHI,,JAX,W 23-10,*,20,34,58.82,219,2,1,85.3,1,9,6.44,6.29,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
64,62,2008,2008-12-11,14,15,26.027,CHI,,NOR,W 27-24,*,24,40,60.00,172,0,2,49.2,1,1,4.30,2.05,4,6,1.50,1,1,6,1,1,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
65,63,2008,2008-12-22,15,16,26.038,CHI,,GNB,W 20-17,*,14,27,51.85,142,1,2,48.7,3,6,5.26,2.67,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
66,64,2008,2008-12-28,16,17,26.044,CHI,@,HOU,L 24-31,*,22,37,59.46,244,2,0,97.1,2,19,6.59,7.68,2,2,1.00,1,1,6,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
67,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kyle Orton,OrtoKy00
68,65,2009,2009-09-13,1,1,26.303,DEN,@,CIN,W 12-7,*,17,28,60.71,243,1,0,100.7,3,16,8.68,9.39,1,3,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
69,66,2009,2009-09-20,2,2,26.310,DEN,,CLE,W 27-6,*,19,37,51.35,263,1,0,83.5,0,0,7.11,7.65,2,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
70,67,2009,2009-09-27,3,3,26.317,DEN,@,OAK,W 23-3,*,13,23,56.52,157,1,0,92.1,0,0,6.83,7.70,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
71,68,2009,2009-10-04,4,4,26.324,DEN,,DAL,W 17-10,*,20,29,68.97,243,2,0,117.5,3,22,8.38,9.76,3,0,0.00,0,0,0,1,0,0,1,-2,0,,,,,,,,Kyle Orton,OrtoKy00
72,69,2009,2009-10-11,5,5,26.331,DEN,,NWE,W 20-17,*,35,48,72.92,330,2,1,96.7,2,9,6.88,6.77,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
73,70,2009,2009-10-19,6,6,26.339,DEN,@,SDG,W 34-23,*,20,29,68.97,229,2,0,115.4,1,2,7.90,9.28,5,11,2.20,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
74,71,2009,2009-11-01,7,8,26.352,DEN,@,BAL,L 7-30,*,23,37,62.16,152,0,0,71.0,2,18,4.11,4.11,1,11,11.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
75,72,2009,2009-11-09,8,9,26.360,DEN,,PIT,L 10-28,*,23,38,60.53,221,0,3,43.9,2,6,5.82,2.26,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
76,73,2009,2009-11-15,9,10,27.001,DEN,@,WAS,L 17-27,*,11,18,61.11,193,2,0,134.7,0,0,10.72,12.94,1,3,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
77,74,2009,2009-11-22,10,11,27.008,DEN,,SDG,L 3-32,,15,29,51.72,171,0,1,55.4,1,7,5.90,4.34,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
78,75,2009,2009-11-26,11,12,27.012,DEN,,NYG,W 26-6,*,18,28,64.29,245,1,1,89.1,1,10,8.75,7.86,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
79,76,2009,2009-12-06,12,13,27.022,DEN,@,KAN,W 44-13,*,15,25,60.00,180,2,1,92.1,3,12,7.20,7.00,0,0,,0,0,0,2,2,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
