,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
71,66,1986,1986-12-14,15,15,28.055,SEA,@,SDG,W 34-24,*,15,21,71.43,305,4,0,153.3,4,19,14.52,18.33,3,6,2.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
72,67,1986,1986-12-20,16,16,28.061,SEA,,DEN,W 41-16,*,17,24,70.83,238,2,0,130.2,0,0,9.92,11.58,2,19,9.50,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
73,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Dave Krieg,KrieDa00
74,68,1987,1987-09-13,1,1,28.328,SEA,@,DEN,L 17-40,*,14,28,50.00,185,2,3,55.5,1,16,6.61,3.21,2,1,0.50,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
75,69,1987,1987-09-20,2,2,28.335,SEA,,KAN,W 43-14,*,16,22,72.73,152,3,0,131.1,2,15,6.91,9.64,2,22,11.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
76,70,1987,1987-10-25,6,7,29.005,SEA,@,RAI,W 35-13,*,14,20,70.00,192,2,1,112.9,5,43,9.60,9.35,3,8,2.67,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
77,71,1987,1987-11-01,7,8,29.012,SEA,,MIN,W 28-17,*,11,17,64.71,148,3,1,107.4,1,5,8.71,9.59,1,-1,-1.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
78,72,1987,1987-11-09,8,9,29.020,SEA,@,NYJ,L 14-30,*,12,29,41.38,188,1,2,46.3,2,24,6.48,4.07,1,1,1.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
79,73,1987,1987-11-15,9,10,29.026,SEA,,GNB,W 24-13,*,9,15,60.00,105,0,3,41.7,3,17,7.00,-2.00,4,13,3.25,1,,0,0,,0,,,1,6,0,,0,0,0,0,,Dave Krieg,KrieDa00
80,74,1987,1987-11-22,10,11,29.033,SEA,,SDG,W 34-3,*,19,26,73.08,246,2,0,128.0,2,27,9.46,11.00,3,35,11.67,1,,0,0,,0,,,1,6,0,,0,0,0,0,,Dave Krieg,KrieDa00
