,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
60,55,1970,1970-10-18,5,5,29.068,DET,@,CLE,W 41-24,*,10,20,50.00,187,3,1,101.5,,,9.35,10.10,1,11,11.00,0,,,,,0,0,Bill Munson,MunsBi00
61,56,1970,1970-10-25,6,6,29.075,DET,@,CHI,W 16-10,*,11,23,47.83,87,1,0,72.2,1,8,3.78,4.65,2,1,0.50,0,,,,,0,0,Bill Munson,MunsBi00
62,57,1970,1970-11-01,7,7,29.082,DET,,MIN,L 17-30,*,11,24,45.83,138,2,3,52.4,,,5.75,1.79,,,,,,,,,0,0,Bill Munson,MunsBi00
63,58,1970,1970-11-08,8,8,29.089,DET,@,NOR,L 17-19,*,10,19,52.63,122,1,3,50.7,1,15,6.42,0.37,1,5,5.00,0,,,,,0,0,Bill Munson,MunsBi00
64,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
65,59,1971,1971-09-26,2,2,30.046,DET,@,NWE,W 34-7,,2,3,66.67,29,0,0,97.9,,,9.67,9.67,,,,,,,,,0,0,Bill Munson,MunsBi00
66,60,1971,1971-11-21,10,10,30.102,DET,@,CHI,W 28-3,,9,15,60.00,75,0,0,72.9,1,5,5.00,5.00,3,9,3.00,0,,,,,0,0,Bill Munson,MunsBi00
67,61,1971,1971-12-05,12,12,30.116,DET,,PHI,L 20-23,,1,4,25.00,5,0,0,39.6,,,1.25,1.25,,,,,,,,,0,0,Bill Munson,MunsBi00
68,62,1971,1971-12-11,13,13,30.122,DET,@,MIN,L 10-29,,9,16,56.25,107,1,1,71.6,,,6.69,5.13,,,,,,,,,0,0,Bill Munson,MunsBi00
69,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
70,63,1972,1972-09-24,2,2,31.044,DET,,MIN,L 10-34,,14,25,56.00,89,0,1,46.9,1,0,3.56,1.76,1,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
71,64,1972,1972-12-03,12,12,31.114,DET,@,GNB,L 7-33,,6,10,60.00,105,1,0,129.2,,,10.50,12.50,,,,,,,,,0,0,Bill Munson,MunsBi00
72,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
73,65,1973,1973-10-01,3,3,32.051,DET,,ATL,W 31-6,,,,,,,,,,,,,,,,,,,,,0,0,Bill Munson,MunsBi00
74,66,1973,1973-10-07,4,4,32.057,DET,,MIN,L 9-23,,4,7,57.14,21,0,0,62.2,1,7,3.00,3.00,1,11,11.00,0,,,,,0,0,Bill Munson,MunsBi00
75,67,1973,1973-10-28,7,7,32.078,DET,,GNB,W 34-0,,5,10,50.00,65,1,1,64.6,2,18,6.50,4.00,2,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
76,68,1973,1973-11-04,8,8,32.085,DET,,SFO,W 30-20,*,14,27,51.85,234,2,2,75.2,1,2,8.67,6.81,,,,,,,,,0,0,Bill Munson,MunsBi00
77,69,1973,1973-11-11,9,9,32.092,DET,@,MIN,L 7-28,*,16,34,47.06,152,1,1,57.5,4,33,4.47,3.74,,,,,,,,,0,0,Bill Munson,MunsBi00
78,70,1973,1973-11-18,10,10,32.099,DET,@,CHI,W 30-7,*,7,14,50.00,66,2,2,63.4,,,4.71,1.14,3,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
79,71,1973,1973-11-22,11,11,32.103,DET,,WAS,L 0-20,*,13,26,50.00,141,0,1,50.3,2,7,5.42,3.69,1,6,6.00,0,,,,,0,0,Bill Munson,MunsBi00
80,72,1973,1973-12-02,12,12,32.113,DET,@,STL,W 20-16,*,14,24,58.33,211,1,0,101.2,1,0,8.79,9.63,1,10,10.00,0,,,,,0,0,Bill Munson,MunsBi00
81,73,1973,1973-12-09,13,13,32.120,DET,,CHI,W 40-7,*,14,28,50.00,166,2,0,92.3,1,4,5.93,7.36,2,6,3.00,0,,,,,0,0,Bill Munson,MunsBi00
82,74,1973,1973-12-15,14,14,32.126,DET,@,MIA,L 7-34,*,8,17,47.06,73,0,1,34.7,2,23,4.29,1.65,,,,,,,,,0,0,Bill Munson,MunsBi00
