,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
80,73,1976,1976-09-12,1,1,29.269,DET,@,CHI,L 3-10,,4,12,33.33,75,0,0,55.9,1,1,6.25,6.25,,,,,0,0,Greg Landry,LandGr00
81,74,1976,1976-09-19,2,2,29.276,DET,,ATL,W 24-10,,3,9,33.33,46,0,0,51.2,1,6,5.11,5.11,3,19,6.33,1,1,6,Greg Landry,LandGr00
82,75,1976,1976-09-26,3,3,29.283,DET,,MIN,L 9-10,*,13,24,54.17,198,1,0,95.5,7,48,8.25,9.08,4,3,0.75,0,0,0,Greg Landry,LandGr00
83,76,1976,1976-10-03,4,4,29.290,DET,@,GNB,L 14-24,*,12,17,70.59,122,1,1,85.9,8,61,7.18,5.71,2,14,7.00,0,0,0,Greg Landry,LandGr00
84,77,1976,1976-10-10,5,5,29.297,DET,,NWE,W 30-10,*,15,18,83.33,146,3,0,140.0,2,13,8.11,11.44,4,9,2.25,0,0,0,Greg Landry,LandGr00
85,78,1976,1976-10-17,6,6,29.304,DET,@,WAS,L 7-20,*,5,16,31.25,84,0,2,10.4,3,22,5.25,-0.38,4,20,5.00,0,0,0,Greg Landry,LandGr00
86,79,1976,1976-10-24,7,7,29.311,DET,@,SEA,W 41-14,*,18,27,66.67,233,3,0,130.6,2,18,8.63,10.85,2,7,3.50,0,0,0,Greg Landry,LandGr00
87,80,1976,1976-10-31,8,8,29.318,DET,,GNB,W 27-6,*,12,19,63.16,211,2,0,136.1,4,24,11.11,13.21,2,11,5.50,0,0,0,Greg Landry,LandGr00
88,81,1976,1976-11-07,9,9,29.325,DET,@,MIN,L 23-31,*,18,26,69.23,199,1,0,104.5,4,22,7.65,8.42,8,54,6.75,0,0,0,Greg Landry,LandGr00
89,82,1976,1976-11-14,10,10,29.332,DET,@,NOR,L 16-17,*,27,38,71.05,310,2,0,112.8,3,26,8.16,9.21,2,13,6.50,0,0,0,Greg Landry,LandGr00
90,83,1976,1976-11-21,11,11,29.339,DET,,CHI,W 14-10,*,15,26,57.69,187,2,2,73.7,6,41,7.19,5.27,7,36,5.14,0,0,0,Greg Landry,LandGr00
91,84,1976,1976-11-25,12,12,29.343,DET,,BUF,W 27-14,*,8,20,40.00,143,2,1,77.7,4,32,7.15,6.90,2,32,16.00,0,0,0,Greg Landry,LandGr00
92,85,1976,1976-12-05,13,13,29.353,DET,@,NYG,L 10-24,*,15,31,48.39,209,0,2,43.6,6,46,6.74,3.84,1,5,5.00,0,0,0,Greg Landry,LandGr00
93,86,1976,1976-12-11,14,14,29.359,DET,,RAM,L 17-20,*,3,8,37.50,28,0,0,47.9,4,37,3.50,3.50,2,11,5.50,0,0,0,Greg Landry,LandGr00
94,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
95,87,1977,1977-09-18,1,1,30.274,DET,@,CHI,L 20-30,*,17,25,68.00,239,0,0,98.6,6,44,9.56,9.56,4,33,8.25,0,0,0,Greg Landry,LandGr00
96,88,1977,1977-09-25,2,2,30.281,DET,,NOR,W 23-19,*,13,28,46.43,183,2,0,91.8,5,60,6.54,7.96,5,12,2.40,0,0,0,Greg Landry,LandGr00
97,89,1977,1977-10-02,3,3,30.288,DET,,PHI,W 17-13,*,13,18,72.22,125,1,0,109.7,4,30,6.94,8.06,2,6,3.00,0,0,0,Greg Landry,LandGr00
98,90,1977,1977-10-09,4,4,30.295,DET,@,MIN,L 7-14,*,25,45,55.56,250,1,1,69.7,3,33,5.56,5.00,5,22,4.40,0,0,0,Greg Landry,LandGr00
99,91,1977,1977-10-16,5,5,30.302,DET,,GNB,W 10-6,*,18,26,69.23,155,1,0,97.4,3,26,5.96,6.73,2,7,3.50,0,0,0,Greg Landry,LandGr00
100,92,1977,1977-10-23,6,6,30.309,DET,@,SFO,L 7-28,*,5,12,41.67,18,0,0,49.3,4,31,1.50,1.50,,,,,0,0,Greg Landry,LandGr00
