,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
43,41,1990,1990-10-14,6,6,26.231,GNB,@,TAM,L 14-26,*,25,42,59.52,355,1,5,55.3,2,10,8.45,3.57,0,0,,0,0,0,2,,0,1,0,0,,Don Majkowski,MajkDo00
44,42,1990,1990-10-28,7,8,26.245,GNB,,MIN,W 24-10,*,11,22,50.00,203,0,0,82.2,6,37,9.23,9.23,3,8,2.67,1,1,6,0,,0,0,0,0,,Don Majkowski,MajkDo00
45,43,1990,1990-11-04,8,9,26.252,GNB,,SFO,L 20-24,*,22,33,66.67,274,2,0,112.4,4,23,8.30,9.52,3,13,4.33,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
46,44,1990,1990-11-11,9,10,26.259,GNB,@,RAI,W 29-16,*,16,26,61.54,195,2,1,94.2,8,40,7.50,7.31,3,16,5.33,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
47,45,1990,1990-11-18,10,11,26.266,GNB,@,PHO,W 24-21,*,9,13,69.23,143,1,1,99.2,1,7,11.00,9.08,0,0,,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
48,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Don Majkowski,MajkDo00
49,46,1991,1991-09-01,1,1,27.188,GNB,,PHI,L 3-20,*,16,42,38.10,201,0,3,24.0,4,17,4.79,1.57,1,9,9.00,0,0,0,2,,0,0,0,0,,Don Majkowski,MajkDo00
50,47,1991,1991-09-08,2,2,27.195,GNB,@,DET,L 14-23,*,20,28,71.43,185,0,1,74.3,2,8,6.61,5.00,2,6,3.00,1,1,6,0,,0,0,0,0,,Don Majkowski,MajkDo00
51,48,1991,1991-09-15,3,3,27.202,GNB,,TAM,W 15-13,*,20,39,51.28,258,1,1,70.2,3,15,6.62,5.97,4,30,7.50,0,0,0,1,,0,1,0,0,,Don Majkowski,MajkDo00
52,49,1991,1991-09-22,4,4,27.209,GNB,@,MIA,L 13-16,*,19,36,52.78,238,1,1,71.3,5,19,6.61,5.92,3,33,11.00,0,0,0,2,,0,0,0,0,,Don Majkowski,MajkDo00
53,50,1991,1991-09-29,5,5,27.216,GNB,@,RAM,L 21-23,*,3,8,37.50,38,0,1,13.5,2,15,4.75,-0.88,3,8,2.67,1,1,6,0,,0,0,0,0,,Don Majkowski,MajkDo00
54,51,1991,1991-10-06,6,6,,GNB,,DAL,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Don Majkowski,MajkDo00
55,52,1991,1991-10-17,7,8,27.234,GNB,,CHI,L 0-10,*,3,16,18.75,32,0,0,39.6,2,9,2.00,2.00,6,21,3.50,0,0,0,1,,0,0,-3,0,,Don Majkowski,MajkDo00
56,53,1991,1991-10-27,8,9,27.244,GNB,@,TAM,W 27-0,*,19,28,67.86,223,1,1,88.8,6,38,7.96,7.07,1,1,1.00,0,0,0,2,,0,1,0,0,,Don Majkowski,MajkDo00
57,54,1991,1991-11-03,9,10,27.251,GNB,@,NYJ,L 16-19,*,10,19,52.63,123,0,0,72.9,3,14,6.47,6.47,2,2,1.00,0,0,0,1,,0,1,0,0,,Don Majkowski,MajkDo00
58,55,1991,1991-11-10,10,11,,GNB,,BUF,L 24-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Don Majkowski,MajkDo00
59,56,1991,1991-11-17,11,12,,GNB,,MIN,L 21-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Don Majkowski,MajkDo00
60,57,1991,1991-11-24,12,13,,GNB,,IND,W 14-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Don Majkowski,MajkDo00
61,58,1991,1991-12-01,13,14,,GNB,@,ATL,L 31-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Don Majkowski,MajkDo00
62,59,1991,1991-12-08,14,15,,GNB,@,CHI,L 13-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Don Majkowski,MajkDo00
63,60,1991,1991-12-15,15,16,,GNB,,DET,L 17-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Don Majkowski,MajkDo00
