,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
23,24.0,Chicago Bears,16.0,310.0,543.0,57.1,3051.0,22.0,4.1,18.0,3.3,76.0,6.1,5.4,10.7,190.7,74.8,44.0,265.0,7.5,5.2,4.6,2.0,2.0,-82.81
24,25.0,Detroit Lions,16.0,277.0,577.0,48.0,2994.0,19.0,3.3,25.0,4.3,64.0,5.5,4.2,11.4,187.1,57.9,20.0,174.0,3.4,5.0,3.8,2.0,2.0,-84.8
25,26.0,Miami Dolphins,16.0,271.0,455.0,59.6,2890.0,18.0,4.0,15.0,3.3,77.0,6.7,6.1,11.3,180.6,79.3,25.0,179.0,5.2,6.0,5.4,1.0,1.0,0.76
26,27.0,Baltimore Ravens,16.0,262.0,479.0,54.7,2847.0,20.0,4.2,14.0,2.9,77.0,6.5,6.0,11.9,177.9,76.5,41.0,271.0,7.9,5.5,5.0,1.0,1.0,-18.45
27,28.0,Jacksonville Jaguars,16.0,268.0,462.0,58.0,2762.0,18.0,3.9,9.0,1.9,79.0,6.5,6.4,11.3,172.6,82.5,42.0,257.0,8.3,5.5,5.4,0.0,1.0,33.67
28,29.0,Arizona Cardinals,16.0,291.0,548.0,53.1,2740.0,18.0,3.3,22.0,4.0,80.0,5.5,4.4,10.4,171.3,63.7,41.0,298.0,7.0,4.7,3.6,2.0,4.0,-74.0
29,30.0,Carolina Panthers,16.0,255.0,464.0,55.0,2694.0,15.0,3.2,22.0,4.7,69.0,6.4,4.9,11.7,168.4,65.7,44.0,287.0,8.7,5.3,3.9,0.0,1.0,-69.17
30,31.0,Dallas Cowboys,16.0,252.0,471.0,53.5,2621.0,14.0,3.0,16.0,3.4,80.0,6.4,5.5,12.0,163.8,69.1,54.0,399.0,10.3,5.0,4.2,3.0,3.0,-110.96
31,32.0,Houston Texans,16.0,235.0,447.0,52.6,2225.0,11.0,2.5,15.0,3.4,81.0,5.9,4.9,11.2,139.1,64.7,76.0,411.0,14.5,4.3,3.4,2.0,3.0,-104.09
32,,Avg Team,,322.3,540.4,59.6,3395.7,21.7,4.0,16.5,3.1,71.0,6.7,6.1,11.3,212.2,80.4,36.7,235.6,6.4,5.88,5.3,2.0,2.7,14.0
33,,League Total,,10314.0,17292.0,59.6,108661.0,694.0,4.0,528.0,3.1,99.0,6.7,6.1,11.3,212.2,80.4,1175.0,7540.0,6.4,5.88,5.3,65.0,86.0,
34,,Avg Tm/G,,20.1,33.8,59.6,212.2,1.4,4.0,1.0,3.1,,6.7,6.1,11.3,212.2,80.4,2.3,14.7,6.4,5.88,5.3,,,
