,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
18,19.0,Cleveland Browns,16.0,328.0,566.0,58.0,3435.0,16.0,2.8,18.0,3.2,71.0,6.5,5.6,11.2,214.7,73.5,36.0,233.0,6.0,5.7,4.9,1.0,1.0,-72.74
19,20.0,Washington Redskins,16.0,291.0,442.0,65.8,3422.0,24.0,5.4,8.0,1.8,88.0,8.3,8.6,12.6,213.9,102.1,33.0,244.0,6.9,7.2,7.5,4.0,3.0,42.35
20,21.0,Jacksonville Jaguars,16.0,328.0,586.0,56.0,3419.0,20.0,3.4,17.0,2.9,81.0,6.4,5.8,11.4,213.7,74.7,50.0,327.0,7.9,5.4,4.8,1.0,1.0,-121.73
21,22.0,Tennessee Titans,16.0,318.0,540.0,58.9,3323.0,17.0,3.1,16.0,3.0,71.0,6.6,5.9,11.2,207.7,76.9,39.0,254.0,6.7,5.7,5.1,2.0,3.0,-48.58
22,23.0,San Francisco 49ers,16.0,289.0,436.0,66.3,3298.0,23.0,5.3,8.0,1.8,57.0,8.1,8.4,12.3,206.1,101.2,41.0,253.0,8.6,6.9,7.1,1.0,1.0,31.69
23,24.0,San Diego Chargers,16.0,338.0,528.0,64.0,3295.0,26.0,4.9,15.0,2.8,80.0,6.8,6.5,10.7,205.9,88.5,49.0,311.0,8.5,5.7,5.4,,,-19.7
24,25.0,Buffalo Bills,16.0,309.0,511.0,60.5,3269.0,24.0,4.7,17.0,3.3,68.0,6.7,6.2,11.1,204.3,82.2,30.0,161.0,5.5,6.0,5.5,0.0,1.0,-44.82
25,26.0,Miami Dolphins,16.0,293.0,504.0,58.1,3182.0,13.0,2.6,13.0,2.6,80.0,6.8,6.2,11.7,198.9,76.7,37.0,243.0,6.8,5.9,5.3,1.0,1.0,-16.92
26,27.0,Seattle Seahawks,16.0,259.0,405.0,64.0,3031.0,27.0,6.7,10.0,2.5,67.0,8.0,8.2,12.5,189.4,100.6,33.0,203.0,7.5,6.9,7.1,3.0,4.0,56.49
27,28.0,Arizona Cardinals,16.0,337.0,608.0,55.4,3005.0,11.0,1.8,21.0,3.5,53.0,5.6,4.4,10.0,187.8,63.1,58.0,378.0,8.7,4.5,3.4,3.0,3.0,-197.65
28,29.0,Chicago Bears,16.0,287.0,485.0,59.2,2999.0,21.0,4.3,16.0,3.3,60.0,6.8,6.2,11.5,187.4,80.4,44.0,299.0,8.3,5.7,5.1,1.0,1.0,-20.74
29,30.0,New York Jets,16.0,272.0,493.0,55.2,2891.0,14.0,2.8,19.0,3.9,66.0,6.4,5.3,11.7,180.7,68.3,47.0,287.0,8.7,5.4,4.3,2.0,2.0,-97.34
30,31.0,Minnesota Vikings,16.0,300.0,483.0,62.1,2751.0,18.0,3.7,12.0,2.5,65.0,6.1,5.7,9.8,171.9,81.2,32.0,184.0,6.2,5.3,5.0,1.0,2.0,-31.08
31,32.0,Kansas City Chiefs,16.0,273.0,475.0,57.5,2713.0,8.0,1.7,20.0,4.2,57.0,6.2,4.6,10.8,169.6,63.8,40.0,224.0,7.8,5.3,3.8,1.0,1.0,-137.23
32,,Avg Team,,338.5,555.9,60.9,3700.6,23.7,4.3,14.6,2.6,72.0,7.1,6.7,11.6,231.3,85.6,36.5,235.4,6.2,6.25,5.9,2.2,2.6,2.6
33,,League Total,,10833.0,17788.0,60.9,118418.0,757.0,4.3,468.0,2.6,95.0,7.1,6.7,11.6,231.3,85.6,1169.0,7533.0,6.2,6.25,5.9,69.0,82.0,
34,,Avg Tm/G,,21.2,34.7,60.9,231.3,1.5,4.3,0.9,2.6,,7.1,6.7,11.6,231.3,85.6,2.3,14.7,6.2,6.25,5.9,,,
