,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
13,14.0,Pittsburgh Steelers,16.0,306.0,532.0,57.5,3304.0,19.0,3.6,17.0,3.2,81.0,6.7,5.9,11.6,206.5,76.4,42.0,244.0,7.3,5.8,5.1,,,-49.08
14,15.0,Jacksonville Jaguars,16.0,303.0,515.0,58.8,3285.0,17.0,3.3,17.0,3.3,84.0,6.6,5.8,11.3,205.3,76.0,28.0,136.0,5.2,6.0,5.3,1.0,2.0,-79.73
15,16.0,Green Bay Packers,16.0,310.0,473.0,65.5,3240.0,32.0,6.8,21.0,4.4,66.0,7.1,6.5,10.9,202.5,90.5,19.0,137.0,3.9,6.6,6.0,1.0,3.0,9.93
16,17.0,Dallas Cowboys,16.0,294.0,510.0,57.6,3162.0,17.0,3.3,21.0,4.1,64.0,6.6,5.4,11.4,197.6,71.4,37.0,185.0,6.8,5.8,4.7,2.0,2.0,-110.5
17,18.0,Carolina Panthers,16.0,270.0,460.0,58.7,3050.0,19.0,4.1,16.0,3.5,67.0,7.0,6.3,12.0,190.6,79.6,26.0,188.0,5.3,6.3,5.6,5.0,7.0,-13.4
18,19.0,San Diego Chargers,16.0,297.0,525.0,56.6,3021.0,21.0,4.0,19.0,3.6,73.0,6.1,5.3,10.9,188.8,73.1,29.0,205.0,5.2,5.5,4.7,0.0,1.0,-87.84
19,20.0,Philadelphia Eagles,16.0,279.0,484.0,57.6,3020.0,17.0,3.5,11.0,2.3,59.0,6.8,6.4,11.7,188.8,80.5,43.0,253.0,8.2,5.7,5.4,2.0,4.0,-35.72
20,21.0,Washington Redskins,16.0,283.0,527.0,53.7,3006.0,21.0,4.0,16.0,3.0,64.0,6.2,5.6,11.6,187.9,73.3,43.0,267.0,7.5,5.3,4.7,0.0,2.0,-101.91
21,22.0,Denver Broncos,16.0,280.0,479.0,58.5,2969.0,19.0,4.0,18.0,3.8,72.0,6.5,5.6,11.2,185.6,75.6,25.0,157.0,5.0,5.9,5.0,1.0,2.0,-53.79
22,23.0,Arizona Cardinals,16.0,303.0,534.0,56.7,2959.0,18.0,3.4,22.0,4.1,71.0,6.1,4.9,10.8,184.9,68.9,44.0,306.0,7.6,5.1,4.0,1.0,3.0,-146.39
23,24.0,Detroit Lions,16.0,319.0,588.0,54.3,2924.0,17.0,2.9,24.0,4.1,72.0,5.1,3.8,9.4,182.8,61.1,11.0,64.0,1.8,4.9,3.6,2.0,2.0,-114.92
24,25.0,Cleveland Browns,16.0,313.0,509.0,61.5,2834.0,17.0,3.3,18.0,3.5,71.0,6.1,5.2,10.0,177.1,75.2,40.0,282.0,7.3,5.2,4.3,2.0,2.0,-94.44
25,26.0,Miami Dolphins,16.0,257.0,450.0,57.1,2792.0,17.0,3.8,19.0,4.2,80.0,6.7,5.5,11.7,174.5,72.5,31.0,209.0,6.4,5.8,4.7,2.0,4.0,-81.47
26,27.0,Oakland Raiders,16.0,278.0,521.0,53.4,2751.0,9.0,1.7,14.0,2.7,47.0,5.7,4.9,10.7,171.9,65.0,43.0,237.0,7.6,4.9,4.1,1.0,2.0,-109.29
27,28.0,Buffalo Bills,16.0,293.0,502.0,58.4,2684.0,11.0,2.2,17.0,3.4,54.0,6.1,5.0,10.5,167.8,69.4,51.0,385.0,9.2,4.9,3.9,1.0,1.0,-122.09
28,29.0,Houston Texans,16.0,248.0,439.0,56.5,2655.0,14.0,3.2,18.0,4.1,78.0,6.5,5.3,11.5,165.9,69.7,36.0,186.0,7.6,5.6,4.5,3.0,3.0,-96.01
29,30.0,Chicago Bears,16.0,271.0,515.0,52.6,2617.0,12.0,2.3,20.0,3.9,61.0,5.6,4.4,10.7,163.6,61.0,43.0,288.0,7.7,4.7,3.5,2.0,3.0,-154.1
30,31.0,Atlanta Falcons,16.0,230.0,460.0,50.0,2408.0,14.0,3.0,21.0,4.6,86.0,5.7,4.3,11.4,150.5,58.7,35.0,223.0,7.1,4.9,3.5,1.0,0.0,-170.71
31,32.0,Baltimore Ravens,16.0,217.0,415.0,52.3,2255.0,16.0,3.9,19.0,4.6,73.0,6.1,4.8,11.6,140.9,64.7,42.0,262.0,9.2,4.9,3.8,2.0,2.0,-105.48
32,,Avg Team,,303.0,515.4,58.8,3207.1,20.4,4.0,16.8,3.3,71.0,6.6,6.0,11.3,200.4,78.3,34.1,213.7,6.2,5.84,5.2,1.7,2.5,-52.1
33,,League Total,,9695.0,16493.0,58.8,102628.0,654.0,4.0,538.0,3.3,86.0,6.6,6.0,11.3,200.4,78.3,1092.0,6839.0,6.2,5.84,5.2,54.0,79.0,
34,,Avg Tm/G,,18.9,32.2,58.8,200.4,1.3,4.0,1.1,3.3,,6.6,6.0,11.3,200.4,78.3,2.1,13.4,6.2,5.84,5.2,,,
