,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
20,21.0,Washington Football Team,17.0,356.0,550.0,64.7,3441.0,21.0,3.8,15.0,2.7,73.0,6.8,6.3,10.5,202.4,85.8,43.0,305.0,7.3,5.8,5.4,3.0,4.0,22.56
21,22.0,Jacksonville Jaguars,17.0,361.0,604.0,59.8,3436.0,12.0,2.0,17.0,2.8,58.0,6.1,5.2,10.2,202.1,72.1,32.0,238.0,5.0,5.4,4.6,1.0,2.0,-6.0
22,23.0,Seattle Seahawks,17.0,324.0,495.0,65.5,3432.0,30.0,6.1,7.0,1.4,84.0,7.7,8.3,11.8,201.9,103.1,46.0,383.0,8.5,6.3,6.9,0.0,1.0,60.57
23,24.0,Tennessee Titans,17.0,359.0,535.0,67.1,3418.0,22.0,4.1,14.0,2.6,57.0,7.0,6.6,10.4,201.1,90.0,47.0,327.0,8.1,5.9,5.5,3.0,4.0,54.39
24,25.0,Philadelphia Eagles,17.0,307.0,494.0,62.1,3404.0,20.0,4.0,10.0,2.0,91.0,7.3,7.2,11.7,200.2,89.2,31.0,181.0,5.9,6.5,6.4,2.0,2.0,59.13
25,26.0,Indianapolis Colts,17.0,324.0,521.0,62.2,3361.0,27.0,5.2,8.0,1.5,76.0,6.9,7.2,11.1,197.7,93.5,32.0,227.0,5.8,6.1,6.4,,,83.01
26,27.0,Cleveland Browns,17.0,320.0,520.0,61.5,3320.0,21.0,4.0,14.0,2.7,71.0,7.0,6.6,11.3,195.3,84.6,49.0,299.0,8.6,5.8,5.5,,,18.49
27,28.0,Houston Texans,17.0,354.0,546.0,64.8,3305.0,21.0,3.8,15.0,2.7,67.0,6.6,6.2,10.3,194.4,85.2,44.0,325.0,7.5,5.6,5.2,,,-7.51
28,29.0,Carolina Panthers,17.0,348.0,599.0,58.1,3239.0,14.0,2.3,21.0,3.5,64.0,6.0,4.9,10.3,190.5,68.5,52.0,334.0,8.0,5.0,4.0,,,-80.57
29,30.0,Chicago Bears,17.0,332.0,542.0,61.3,3207.0,16.0,3.0,20.0,3.7,64.0,6.7,5.6,10.9,188.6,75.5,58.0,428.0,9.7,5.3,4.4,2.0,2.0,-50.02
30,31.0,New York Giants,17.0,351.0,593.0,59.2,3196.0,15.0,2.5,20.0,3.4,60.0,5.8,4.8,9.9,188.0,70.1,38.0,267.0,6.0,5.1,4.1,1.0,1.0,-77.67
31,32.0,New Orleans Saints,17.0,293.0,504.0,58.1,3186.0,29.0,5.8,13.0,2.6,72.0,6.8,6.8,11.7,187.4,87.4,37.0,251.0,6.8,5.9,5.9,1.0,2.0,12.96
32,,Avg Team,,378.8,584.8,64.8,3881.3,26.3,4.5,13.8,2.4,69.0,7.1,6.9,11.0,228.3,90.8,38.9,268.7,6.2,6.22,6.1,1.9,2.6,76.4
33,,League Total,,12121.0,18712.0,64.8,124203.0,840.0,4.5,440.0,2.4,91.0,7.1,6.9,11.0,228.3,90.8,1244.0,8597.0,6.2,6.22,6.1,62.0,82.0,
34,,Avg Tm/G,,22.3,34.4,64.8,228.3,1.5,4.5,0.8,2.4,,7.1,6.9,11.0,228.3,90.8,2.3,15.8,6.2,6.22,6.1,,,
